State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Calls,Eve Calls,Night Calls,Intl Calls,CustServ Calls
UT,195,415,355-3620,no,no,0,108,88,99,3,0
DE,67,415,413-7743,yes,yes,35,59,116,106,4,0
OH,75,510,372-2296,no,yes,27,102,127,114,7,3
RI,123,415,333-9728,no,yes,27,79,78,116,1,0
FL,41,415,415-6110,no,yes,41,95,120,74,3,1
OH,75,415,340-9803,no,no,0,99,83,104,5,0
MD,76,415,400-7002,yes,no,0,66,121,84,7,1
IL,86,415,395-7435,yes,no,0,120,92,103,4,1
PA,140,408,336-7143,no,no,0,89,65,85,6,0
AZ,70,415,352-2175,no,no,0,112,104,110,7,3
NH,121,510,346-6352,no,yes,35,62,97,95,4,0
RI,112,415,405-7467,no,no,0,102,117,110,5,1
HI,118,415,379-8526,no,no,0,122,78,108,7,2
NJ,66,415,410-5713,no,yes,16,92,105,98,2,1
WI,78,408,408-5916,no,no,0,102,64,120,5,0
MD,129,415,370-5626,no,yes,34,79,113,117,9,2
OR,6,408,408-1331,no,no,0,93,122,98,4,3
NV,107,510,419-9688,yes,no,0,91,105,100,3,1
AR,107,415,343-5219,yes,no,0,106,89,123,2,3
MT,138,415,401-5586,no,no,0,87,110,139,3,1
CT,103,510,377-9178,no,no,0,104,70,97,2,0
UT,116,415,345-5639,no,yes,44,94,103,76,2,0
GA,189,408,336-3488,no,no,0,84,81,120,4,2
NV,161,415,414-6426,no,no,0,120,120,91,2,2
TN,1,415,335-5591,no,no,0,107,82,91,2,1
DE,89,408,421-9144,no,no,0,110,115,106,3,1
NY,64,408,422-7728,no,no,0,126,100,65,5,1
MT,126,415,344-3466,no,yes,30,90,97,97,4,4
IA,129,415,398-7978,no,no,0,85,114,109,10,2
VT,128,510,346-8368,no,yes,32,136,80,101,4,0
LA,81,415,392-2722,no,yes,36,120,95,90,6,3
MT,114,510,393-3274,no,no,0,101,80,121,5,1
NH,50,408,339-4636,no,no,0,102,108,95,3,0
WV,86,415,349-7138,no,no,0,104,110,86,1,3
ID,96,408,363-3295,no,no,0,86,88,117,6,1
AZ,72,510,407-9830,no,no,0,88,125,81,2,0
SC,64,510,333-8822,no,yes,40,116,89,94,4,8
WV,57,415,419-6418,yes,yes,17,94,94,117,3,2
OH,65,510,351-8955,no,no,0,117,122,147,3,2
MD,163,408,338-1840,no,no,0,120,98,125,5,1
MD,136,415,336-6997,no,no,0,74,81,110,3,2
MN,116,408,408-6266,no,no,0,84,113,145,6,1
NE,93,408,332-4291,no,no,0,74,88,120,5,3
MN,142,510,355-7895,no,yes,40,105,93,110,3,3
NY,92,408,348-2916,no,no,0,82,75,113,2,1
HI,70,415,339-8132,no,no,0,91,81,105,6,1
MO,22,408,374-1684,no,yes,14,100,103,91,1,1
NV,37,415,362-7604,no,no,0,114,109,101,2,2
MA,51,415,389-3206,no,no,0,99,107,121,3,1
NH,174,408,336-2829,no,no,0,96,108,107,5,2
UT,68,415,403-8916,no,no,0,112,100,97,3,1
FL,130,415,384-1135,no,no,0,70,115,100,2,1
WA,104,415,390-2320,no,no,0,78,119,102,5,2
CT,134,408,398-8578,no,no,0,91,105,113,3,2
KY,108,415,393-9424,no,yes,35,136,101,105,7,2
NM,103,415,417-6330,no,no,0,83,65,66,2,3
ND,62,510,340-6339,no,no,0,100,99,109,4,1
NV,162,415,380-6571,no,no,0,89,111,98,3,2
CA,93,510,368-6488,no,yes,19,113,105,95,3,2
ID,42,415,363-2193,no,no,0,108,120,73,6,1
OK,155,415,328-1206,no,yes,23,112,106,123,11,2
IA,36,510,385-3540,no,no,0,94,117,108,2,0
OH,143,415,337-7167,no,no,0,99,128,84,4,0
NJ,197,510,372-8405,no,no,0,111,102,86,2,3
IA,81,510,377-1273,no,no,0,141,102,96,6,1
DE,138,510,380-7816,yes,no,0,104,114,95,4,4
CA,103,415,402-6744,no,yes,18,84,84,112,7,0
WY,127,510,400-2181,yes,no,0,102,80,96,5,2
OR,136,510,366-1613,no,no,0,99,125,78,6,1
ME,99,415,347-8205,no,no,0,102,89,81,8,2
AR,95,415,328-2982,no,no,0,79,109,102,5,0
ME,118,408,384-8723,yes,yes,21,122,125,81,3,4
WV,113,415,341-7686,no,no,0,111,88,114,3,5
PA,128,408,353-6038,yes,no,0,112,101,116,5,0
HI,117,408,416-8827,no,no,0,100,104,93,10,3
MT,48,415,418-8450,no,yes,36,92,121,87,4,3
DC,81,510,385-7861,yes,no,0,105,120,113,3,0
AR,57,510,393-3507,no,no,0,68,86,105,6,1
MS,140,408,372-5262,no,no,0,98,109,66,2,1
OH,107,510,411-3095,no,yes,38,92,73,91,1,2
MO,56,415,331-5919,no,no,0,111,119,72,4,1
TX,159,415,402-1556,no,no,0,103,97,93,10,1
MD,102,415,349-7362,no,no,0,80,133,105,5,1
CT,107,408,339-2734,no,no,0,94,125,125,3,1
SC,106,408,330-4914,no,no,0,106,113,95,2,2
MI,225,415,371-2500,no,no,0,106,109,93,3,0
SD,75,408,335-3681,no,no,0,110,97,68,3,2
CO,86,415,405-1132,no,no,0,93,95,70,7,0
ID,169,415,399-9239,no,no,0,79,85,97,10,1
AZ,122,510,350-7227,no,yes,22,92,121,103,5,2
FL,106,408,384-6654,no,no,0,143,123,105,2,0
MN,52,415,376-4271,no,yes,32,68,77,87,5,2
DE,79,415,391-8124,no,yes,34,100,78,102,4,2
MI,135,415,393-2524,no,no,0,91,104,118,3,2
MS,70,408,384-4385,no,no,0,110,90,101,4,0
MA,80,408,377-8266,no,no,0,106,65,86,2,2
CA,37,415,345-1243,no,no,0,69,113,117,1,0
MN,161,415,394-8086,no,yes,39,76,94,121,4,1
VT,137,510,348-9145,no,no,0,95,82,78,0,1
CT,123,415,376-5201,no,no,0,126,94,132,5,0
WV,80,415,356-2093,no,yes,38,69,68,102,10,2
WV,94,415,353-2080,no,no,0,113,91,110,16,0
NE,105,415,397-7500,no,yes,27,96,94,101,2,1
NC,73,415,414-5786,no,yes,31,104,84,110,3,0
NE,112,415,388-4282,no,no,0,100,90,107,3,2
IL,179,408,415-5132,no,no,0,134,94,72,4,1
MA,57,510,352-4541,no,no,0,78,85,97,9,1
AZ,127,415,373-5928,no,yes,14,99,91,77,1,1
SD,122,415,406-7737,yes,yes,40,80,90,99,4,1
MT,33,510,332-7607,no,yes,35,85,82,131,2,1
VT,94,408,359-7788,no,no,0,90,57,100,6,3
UT,100,408,384-1549,no,no,0,123,132,116,10,1
HI,106,415,352-8508,no,no,0,97,99,80,5,2
DC,148,415,404-1002,no,yes,38,110,73,105,4,2
WI,120,415,414-2905,no,yes,29,140,89,83,6,0
UT,91,415,380-9849,no,yes,34,96,122,76,11,1
WA,86,510,387-6498,no,no,0,92,95,96,2,1
SD,78,415,360-6024,no,yes,25,73,113,73,2,0
MT,94,510,352-5815,no,no,0,136,111,82,5,1
NJ,85,415,366-2273,no,no,0,93,113,78,7,2
CT,89,415,414-9119,no,no,0,77,80,70,4,1
VA,128,415,409-8796,no,no,0,111,115,74,4,1
NC,115,415,337-2442,yes,no,0,119,126,70,3,1
AK,76,415,404-1931,no,no,0,55,108,95,6,1
MD,75,415,367-9765,no,yes,39,107,132,73,7,1
IL,90,415,378-7299,no,yes,29,106,113,120,5,2
CT,30,408,410-5192,no,no,0,108,80,126,10,3
KS,105,415,405-1108,yes,no,0,119,103,90,7,1
MA,102,415,392-1734,no,yes,31,92,108,68,2,3
NJ,83,415,395-6030,no,no,0,102,84,65,4,3
AR,63,510,330-5168,no,yes,49,86,89,139,5,0
MS,155,408,334-3142,no,no,0,93,102,109,4,2
ND,82,415,362-9983,no,yes,29,77,112,95,2,2
IN,87,510,414-2606,no,no,0,113,100,93,3,1
MI,115,415,402-4501,no,yes,26,110,133,100,4,0
AR,99,510,387-2604,yes,no,0,102,102,93,3,0
VT,121,415,400-3343,yes,yes,44,127,108,129,4,3
WV,54,510,353-2450,no,yes,33,90,112,83,4,2
ME,105,408,406-2032,no,no,0,73,83,90,5,3
IA,73,415,409-4462,no,no,0,102,114,120,4,1
CT,95,415,392-5941,no,no,0,113,144,99,3,0
NM,21,415,334-9182,no,yes,19,94,101,78,7,3
OR,163,408,346-3445,no,yes,25,99,99,88,8,2
VT,57,415,368-9507,no,no,0,96,112,83,4,0
RI,104,408,382-3966,yes,no,0,73,103,90,5,4
RI,83,415,334-5844,no,yes,20,89,92,79,2,0
NM,141,415,362-9411,no,no,0,87,120,107,1,2
AL,95,415,390-3565,no,no,0,114,106,92,2,3
MT,184,415,417-4810,no,no,0,73,120,94,4,1
CT,74,408,384-3389,no,no,0,95,36,77,3,2
TN,67,415,414-9717,no,no,0,125,86,97,4,0
ID,104,415,357-1700,yes,no,0,108,113,103,4,0
TX,71,415,376-7207,no,yes,39,103,111,109,6,1
NH,149,415,368-7706,no,no,0,88,110,119,6,4
ND,154,408,346-4216,no,yes,35,102,99,100,2,0
SC,138,510,370-9533,no,yes,21,149,109,111,1,0
KS,117,415,372-1493,no,no,0,83,101,113,8,1
ME,130,408,387-6031,no,no,0,140,104,123,5,1
RI,73,415,366-6248,no,no,0,115,133,122,2,2
WI,100,510,369-3756,no,yes,38,121,131,61,6,0
NC,149,510,363-1719,no,no,0,115,82,83,4,1
OH,29,408,402-6666,no,no,0,81,110,98,7,2
WY,131,510,408-9779,no,no,0,74,90,114,9,1
NJ,153,510,407-2441,no,no,0,145,103,71,3,2
ND,84,510,384-5027,no,no,0,144,122,121,5,2
WI,133,510,380-3161,no,no,0,65,128,108,8,2
KY,112,415,360-8135,no,no,0,113,129,91,6,0
NY,87,415,399-5426,no,no,0,101,80,89,3,0
MO,72,415,385-2564,no,no,0,114,97,120,5,2
AZ,66,510,337-8618,no,no,0,133,121,100,3,4
MN,65,510,354-8491,no,yes,29,104,81,96,6,1
CO,74,415,394-6278,no,no,0,93,120,95,2,2
MD,116,408,405-2276,no,no,0,79,88,71,2,6
AR,68,510,376-1000,no,no,0,95,90,99,1,2
TN,68,415,397-1659,no,no,0,99,85,111,3,3
DE,54,415,379-3953,yes,no,0,77,94,75,3,1
TN,99,408,418-6512,no,no,0,92,103,125,3,1
WI,107,408,392-5296,no,no,0,104,94,79,3,3
WV,124,510,355-3814,no,no,0,74,84,95,6,1
CT,95,415,375-2098,no,yes,36,112,86,129,3,3
MN,173,510,372-7990,no,no,0,143,134,119,2,0
MO,110,408,356-4558,no,no,0,94,98,78,4,1
VA,102,510,398-5788,no,no,0,79,136,110,5,0
NH,130,408,390-4003,no,no,0,86,110,139,4,0
OK,91,408,332-8103,no,yes,31,78,98,114,2,1
CT,64,415,406-9926,yes,no,0,134,87,132,9,1
TN,176,415,418-2402,no,yes,23,130,74,104,6,1
MD,93,510,384-3299,yes,no,0,78,106,103,2,1
WI,84,510,378-9090,no,yes,12,87,73,114,2,1
SD,138,510,350-6473,no,no,0,102,106,75,3,3
ND,101,415,379-4583,no,yes,28,132,107,120,5,1
VA,136,408,411-5078,no,no,0,79,113,75,11,2
UT,111,510,347-4982,no,no,0,80,94,107,3,2
MA,132,408,341-9274,no,yes,36,93,75,92,5,0
SD,128,415,353-7461,no,no,0,91,60,112,2,3
AL,92,408,371-7366,no,yes,38,96,144,108,1,1
AL,197,415,395-7923,yes,no,0,80,115,95,5,5
WV,191,408,351-8398,no,no,0,104,120,83,7,1
SC,99,415,329-2204,no,yes,33,93,102,96,1,2
FL,106,415,407-7507,no,yes,31,125,110,101,4,3
KY,88,415,405-8075,no,no,0,82,67,79,4,2
UT,78,415,390-9698,no,no,0,85,105,119,1,0
NY,98,408,403-4917,no,no,0,99,87,130,6,1
MS,17,408,391-6709,no,yes,35,123,74,130,10,1
NH,56,415,389-5988,no,yes,24,87,76,98,3,1
VA,84,415,372-1534,no,no,0,105,60,74,6,2
VT,95,510,395-6369,no,no,0,96,61,105,3,2
WY,16,415,400-3197,no,no,0,83,122,80,8,5
NV,76,510,377-4169,yes,no,0,120,96,67,1,1
WV,93,415,384-5343,no,no,0,95,100,71,3,0
WA,83,408,338-4472,no,no,0,96,78,123,5,2
KS,123,415,332-2126,no,no,0,119,51,77,10,1
VT,64,408,349-2157,no,no,0,116,110,91,8,1
OK,82,510,393-4823,no,no,0,73,120,102,6,0
GA,107,510,385-2683,no,no,0,97,131,106,1,2
CO,110,510,345-8350,no,no,0,93,106,105,4,1
AK,96,408,334-4506,no,yes,29,91,75,55,3,1
TN,47,415,332-3544,no,yes,30,93,140,118,4,2
KY,115,510,380-5102,no,no,0,107,96,99,4,2
PA,69,415,395-6149,no,no,0,88,86,83,5,3
CT,163,408,398-8122,no,yes,40,56,91,74,3,2
CT,90,415,334-4438,no,no,0,80,105,111,5,3
MN,98,415,384-7459,no,no,0,107,103,110,4,3
WY,90,408,368-3931,no,yes,39,89,91,65,5,1
PA,174,415,353-1352,no,yes,15,143,115,109,9,1
OR,95,415,348-5725,no,no,0,120,120,61,4,2
PA,79,415,365-2008,no,no,0,114,111,88,7,1
OK,123,415,393-3635,no,yes,27,127,105,124,5,1
VT,99,415,380-8727,no,no,0,75,111,98,7,7
ID,114,415,381-2376,no,no,0,100,102,120,5,2
PA,141,510,365-8114,no,no,0,113,81,107,6,1
NM,132,408,415-5008,no,no,0,107,121,79,2,1
FL,133,510,392-8318,no,no,0,85,116,80,4,0
TX,133,408,401-4007,no,no,0,133,140,84,3,4
VT,93,510,338-7709,no,yes,32,117,61,85,5,2
MA,34,415,374-1981,no,no,0,89,71,76,10,2
OR,140,415,333-5101,no,no,0,108,84,74,3,4
DE,96,415,345-3734,no,yes,26,96,84,105,2,2
FL,144,510,384-5004,no,no,0,95,90,90,5,1
ID,24,408,341-9396,no,yes,29,105,114,105,2,3
MD,54,415,408-6302,no,no,0,113,156,117,3,1
WV,50,408,348-7193,no,no,0,129,94,88,9,5
ID,92,415,417-4063,no,yes,23,83,129,110,3,4
NV,96,408,375-6911,no,no,0,68,53,67,3,3
OH,146,415,358-3604,no,no,0,93,71,115,7,2
ID,138,415,339-7485,yes,yes,17,116,88,99,4,0
SC,102,408,368-3078,no,no,0,73,114,116,5,4
MO,76,510,418-7055,no,no,0,84,80,87,3,5
NE,99,415,386-9981,no,no,0,66,104,82,2,3
NC,83,510,366-2541,no,yes,36,87,105,109,4,0
ME,36,510,335-3110,no,yes,25,110,67,74,2,1
MI,70,510,400-7809,no,no,0,102,133,93,3,1
AZ,109,415,404-3106,yes,no,0,85,131,84,8,2
AZ,100,415,333-2337,no,no,0,152,115,88,5,2
HI,104,408,353-6482,no,no,0,97,111,131,1,1
NJ,106,415,397-8162,no,no,0,124,116,76,3,1
MS,84,510,380-6722,no,no,0,96,113,134,1,1
MA,80,510,329-2918,no,no,0,123,75,75,7,2
SC,100,510,348-8022,no,no,0,87,56,77,4,1
MN,99,408,388-4459,no,no,0,86,105,131,4,2
WV,50,510,358-3114,no,no,0,108,103,126,5,1
MS,105,415,343-9654,no,no,0,48,119,53,2,1
VA,113,415,401-9909,no,yes,23,104,67,76,5,4
MS,111,415,404-9978,no,yes,36,123,105,85,4,2
NM,161,408,397-8011,no,no,0,121,46,131,3,2
TX,70,415,341-8719,no,no,0,95,111,104,7,0
HI,97,415,408-1242,no,yes,43,105,115,100,5,3
WA,130,510,406-7726,no,no,0,70,99,83,6,0
WI,92,415,351-2773,no,no,0,101,100,99,3,1
CO,119,408,368-6174,no,no,0,68,88,93,1,0
NV,115,415,334-5029,no,no,0,125,74,141,6,1
RI,134,415,413-1789,no,no,0,95,101,60,6,0
VA,127,408,414-1246,no,yes,25,91,64,99,3,0
NJ,80,415,330-4978,no,no,0,120,147,140,1,2
ND,153,415,386-1631,no,yes,31,130,103,105,6,0
MN,85,415,363-1208,no,no,0,114,83,78,5,3
HI,79,415,334-5263,no,no,0,124,95,55,5,1
ND,35,415,361-4137,no,no,0,87,78,123,2,1
WI,120,408,374-8187,no,yes,26,94,88,132,3,0
MN,68,510,370-1525,no,no,0,94,129,117,1,0
DC,60,408,355-3801,no,no,0,147,89,98,6,1
KS,120,510,392-5605,no,no,0,110,103,132,5,1
MT,71,510,363-1366,no,yes,23,82,136,154,7,1
WV,124,415,358-5274,no,no,0,107,112,102,3,3
ME,23,510,376-9607,no,no,0,74,95,126,2,1
WY,225,415,374-1213,no,no,0,142,63,103,2,1
NY,181,415,421-8537,yes,no,0,83,83,98,3,0
VT,63,415,351-5576,no,no,0,92,102,120,2,2
NC,54,415,407-7258,yes,no,0,108,108,111,2,2
MO,80,408,405-4420,yes,yes,15,110,120,82,5,1
NC,118,408,340-2855,yes,yes,39,106,111,103,6,1
NJ,42,408,342-8002,yes,no,0,127,94,114,6,2
OH,134,408,355-6826,no,no,0,105,90,108,7,0
TX,66,415,402-3886,no,yes,35,100,93,108,6,0
WA,66,415,336-5900,no,no,0,102,109,95,6,2
TN,127,415,339-7684,no,yes,28,124,113,127,2,1
HI,146,510,390-2433,no,no,0,77,128,83,3,0
WY,93,408,360-7246,no,yes,42,101,84,106,1,1
CT,77,415,335-6508,no,no,0,87,83,91,4,0
NM,111,415,348-6720,no,no,0,125,67,101,2,4
NJ,125,415,406-6400,no,no,0,64,121,96,7,2
AL,115,510,390-7370,no,yes,14,86,90,120,3,2
MN,115,510,390-5055,yes,no,0,110,100,124,2,2
NC,114,408,405-7542,no,no,0,101,81,79,2,2
OH,106,415,364-4927,no,no,0,112,114,106,3,0
ND,118,415,329-3458,no,yes,39,125,113,99,8,2
CO,59,510,331-3842,no,no,0,92,88,89,10,1
ND,87,415,343-4147,yes,yes,40,79,74,124,3,1
NY,21,415,335-2274,no,no,0,81,117,87,1,1
WI,142,408,343-3227,no,yes,24,103,65,106,4,0
WY,62,415,336-6907,no,no,0,132,100,109,5,0
OR,149,415,331-1391,no,no,0,83,97,80,3,3
CO,54,510,360-1643,no,yes,39,82,60,113,10,2
LA,112,510,410-2518,no,no,0,127,71,120,7,1
AL,68,510,344-4970,no,no,0,83,85,129,7,1
TX,201,415,408-1486,no,yes,21,97,81,125,3,1
PA,88,510,396-1648,no,no,0,76,60,99,1,1
IL,85,415,391-2022,no,yes,29,97,102,148,3,1
DE,51,415,420-6465,yes,no,0,108,85,92,4,0
MO,45,510,398-2628,no,yes,29,104,101,92,6,2
AR,116,510,409-5519,no,no,0,69,106,144,5,0
OH,146,408,391-8554,no,yes,31,91,108,77,2,1
WI,63,510,395-1693,no,yes,34,119,91,103,5,1
GA,133,510,393-3194,no,no,0,90,135,99,7,0
KY,125,408,328-3402,no,no,0,115,108,123,3,2
OH,72,510,411-4781,no,no,0,111,102,91,3,1
TN,130,408,401-2581,no,no,0,102,107,99,6,0
SD,97,415,385-1214,no,no,0,87,105,123,4,1
NY,54,415,348-6853,no,no,0,73,108,107,5,1
GA,160,415,341-8412,no,yes,29,121,108,131,4,1
TX,79,415,330-8142,no,no,0,90,91,129,4,1
WV,92,415,361-1404,no,yes,47,95,130,95,11,0
MI,59,415,375-9671,no,no,0,65,123,94,4,1
ND,132,510,372-1824,no,no,0,80,90,90,10,1
NE,21,510,408-3606,no,no,0,110,111,93,4,0
SD,93,415,333-3595,no,no,0,103,130,96,6,2
NJ,147,415,379-7009,no,yes,36,78,105,125,7,5
AK,101,510,411-4940,no,no,0,105,75,93,5,1
CT,125,415,409-7523,yes,no,0,118,111,112,2,0
CO,63,415,408-6725,no,no,0,84,137,99,9,3
MD,107,415,350-2384,no,no,0,102,117,92,6,0
ND,110,408,348-1706,no,no,0,103,123,71,1,3
NH,83,415,415-6145,no,no,0,100,84,106,2,3
MN,117,408,373-3731,no,no,0,104,119,111,2,1
KY,124,415,341-3349,no,no,0,103,116,153,5,0
NH,115,510,399-8859,no,no,0,148,87,96,8,3
CO,156,408,377-4518,yes,no,0,119,106,96,3,1
KY,89,408,341-1594,no,no,0,83,88,138,3,0
KY,72,415,418-8770,no,no,0,147,121,125,4,0
IN,101,415,332-9118,no,yes,42,82,74,100,3,0
OR,53,415,386-1418,no,no,0,98,125,116,3,2
SD,116,408,393-3535,no,no,0,119,123,128,4,2
DE,78,408,328-9006,no,no,0,140,113,125,3,3
OR,117,415,402-2482,no,yes,17,82,100,87,4,0
NE,56,510,408-4865,no,no,0,84,115,95,2,1
OH,123,408,396-6247,no,yes,39,99,110,113,7,1
OH,127,408,396-9462,no,no,0,94,112,88,4,2
AR,116,415,396-9279,no,yes,23,78,121,104,3,2
KS,138,510,363-8715,no,yes,26,83,93,125,3,1
TX,120,415,356-1358,no,no,0,108,66,103,2,3
WI,102,408,360-7839,no,no,0,106,127,128,2,3
OR,95,415,364-8774,no,no,0,96,89,113,6,2
VA,102,408,348-5038,no,no,0,67,103,72,2,2
AR,89,415,365-4728,no,yes,25,140,69,117,10,1
CT,50,408,351-9037,no,no,0,82,118,89,6,1
OH,93,415,397-9184,no,yes,42,90,102,130,5,7
WY,68,510,398-4538,no,no,0,116,101,134,11,1
IL,70,408,382-6827,no,no,0,97,83,122,3,2
MO,138,415,408-1340,no,yes,29,87,123,130,6,0
DC,141,415,333-9511,no,yes,37,87,128,107,3,4
MA,112,415,358-7379,no,yes,17,95,125,95,3,0
NH,117,510,397-1766,yes,no,0,100,84,84,2,1
IA,1,408,331-2144,no,yes,26,115,113,144,9,1
AL,70,415,345-7014,no,no,0,110,87,105,4,1
OR,87,510,395-1898,no,yes,22,102,106,115,3,2
WV,52,510,373-8920,no,yes,21,119,95,94,3,2
WA,97,408,373-8908,no,no,0,82,106,73,4,0
NV,105,408,415-1203,no,no,0,93,106,55,3,2
SC,77,510,369-7017,no,yes,28,117,102,74,3,4
NC,80,415,420-8435,yes,no,0,122,92,116,3,2
NH,120,510,395-2579,no,yes,43,117,70,117,4,1
WY,54,408,405-7850,no,yes,39,73,117,117,8,2
FL,148,510,394-7710,yes,no,0,138,123,62,3,2
PA,119,408,342-4122,no,no,0,115,99,86,1,2
NC,162,408,340-1876,no,yes,26,144,129,105,8,1
MO,85,510,383-6095,no,no,0,96,141,116,3,5
KS,101,510,413-1061,no,yes,25,144,105,107,3,1
KY,172,415,343-5347,no,no,0,85,71,113,6,0
DE,80,415,376-4861,no,no,0,138,91,94,4,1
WI,67,510,417-2265,no,no,0,134,76,86,5,2
CO,86,408,419-7415,no,no,0,106,44,108,5,1
NM,107,415,407-2259,no,no,0,101,111,117,4,1
DE,133,510,333-2906,no,no,0,102,90,103,7,0
IL,116,510,360-7477,no,no,0,110,103,109,3,0
WA,63,408,342-5243,no,no,0,107,77,108,7,0
MA,119,408,417-3999,yes,yes,16,103,96,120,2,0
OH,133,408,379-1720,yes,no,0,103,80,103,3,0
TN,94,408,368-3117,yes,no,0,113,94,78,4,1
MA,69,510,352-5000,no,no,0,91,57,90,5,0
MI,146,408,405-7676,no,no,0,83,130,100,4,7
TX,119,510,361-2349,no,no,0,75,114,125,1,2
NH,142,408,383-2901,yes,yes,25,109,120,60,3,0
MD,123,408,369-7049,no,no,0,115,86,60,2,3
MS,101,408,387-5533,no,no,0,156,106,93,8,1
AZ,43,415,362-3660,no,no,0,97,126,114,5,0
IN,69,408,357-3577,no,no,0,91,88,107,5,0
NY,15,510,394-3312,yes,no,0,80,76,88,3,2
WI,107,510,395-8330,no,yes,25,91,115,83,1,1
WV,67,510,373-8895,no,no,0,131,107,104,3,2
NY,99,415,386-4581,no,no,0,102,87,86,7,1
OK,46,415,354-8191,no,no,0,116,153,119,1,1
NC,55,408,359-7562,yes,no,0,115,97,117,4,1
KY,39,415,359-4336,no,no,0,126,117,123,2,1
TX,92,510,336-9901,no,no,0,98,143,135,7,2
CT,56,415,406-3069,no,no,0,99,78,115,1,4
NE,76,415,334-6519,no,no,0,97,95,105,2,0
HI,132,408,361-8113,yes,yes,33,75,67,91,3,2
SC,140,510,347-9769,no,yes,28,77,97,94,9,1
AK,51,510,352-9130,yes,yes,12,60,134,98,7,2
SD,27,408,378-4557,no,no,0,110,92,85,6,1
ID,224,510,360-8919,no,no,0,133,66,106,6,3
OK,105,510,405-4109,yes,yes,28,89,114,95,3,0
WA,117,408,381-2498,no,no,0,93,56,118,4,2
SD,91,415,357-5696,no,no,0,123,127,76,15,1
OH,135,415,412-2947,no,no,0,123,64,80,3,4
VA,146,415,363-3571,no,no,0,101,77,83,2,3
WI,147,415,405-5403,yes,no,0,111,98,146,1,0
IN,68,510,330-9354,no,no,0,127,118,98,6,2
NM,68,408,396-7091,no,no,0,89,109,107,5,3
HI,86,408,398-3004,no,yes,21,99,100,120,9,0
KY,131,415,400-4020,no,no,0,129,107,93,5,1
OH,86,415,356-3448,no,yes,29,79,112,112,3,1
VT,159,415,335-2019,no,no,0,103,108,93,5,2
AZ,134,415,332-6633,no,yes,40,105,61,96,6,1
VT,113,510,359-7648,no,no,0,113,80,87,1,1
MO,132,408,412-9190,no,no,0,100,118,122,6,1
AL,85,415,368-9007,no,no,0,66,76,82,7,1
NJ,93,510,384-5632,yes,yes,38,117,122,125,7,1
WA,174,408,352-6068,no,yes,33,91,91,132,4,4
NY,61,415,343-9645,no,no,0,118,96,93,3,2
DC,91,415,384-7873,no,yes,39,105,116,92,4,1
NE,88,408,396-2187,no,yes,28,104,105,116,1,2
MA,88,408,383-5109,no,yes,45,140,101,123,3,2
VT,195,415,377-7843,no,yes,36,110,88,89,2,0
NM,182,415,382-7999,no,no,0,114,109,96,4,0
CO,118,408,328-1222,no,no,0,60,64,100,7,4
NH,103,408,371-1727,no,no,0,125,126,104,8,8
IL,65,510,369-8871,no,no,0,89,88,102,4,2
UT,61,408,335-9726,no,yes,25,78,112,118,3,3
WV,172,415,357-3709,no,no,0,100,101,136,9,1
NJ,72,415,422-9964,no,no,0,103,120,96,3,1
NM,113,510,366-9211,no,no,0,120,85,105,3,2
ND,177,408,384-9033,no,no,0,99,117,112,2,1
WA,100,408,382-4932,no,no,0,94,102,125,1,6
NM,67,415,404-7518,no,no,0,102,95,106,6,1
DE,136,415,353-1954,no,no,0,105,99,119,6,3
GA,71,415,391-7166,no,no,0,132,119,87,8,4
HI,134,408,370-9000,no,no,0,126,115,115,6,1
CT,124,415,332-3642,no,no,0,82,119,101,2,1
NJ,84,415,412-3898,no,no,0,102,141,102,6,2
ME,39,408,366-5640,no,no,0,104,112,92,4,2
OK,110,510,356-2302,no,no,0,127,118,64,3,3
TN,102,510,345-9018,no,no,0,70,129,92,5,1
WY,70,415,365-6205,no,no,0,130,130,96,4,0
NY,142,415,337-1151,no,no,0,93,98,96,1,1
DE,81,510,374-4664,yes,no,0,85,50,131,5,1
RI,17,415,396-9656,no,no,0,123,81,106,5,1
PA,119,408,377-5043,no,no,0,101,68,89,2,1
HI,105,415,401-7359,no,no,0,124,96,109,3,0
MD,108,415,375-2184,yes,yes,42,90,128,80,5,3
VA,90,415,367-6005,no,no,0,118,134,105,3,2
IN,100,415,364-2166,no,yes,33,104,144,117,4,1
OR,155,408,414-4741,no,yes,30,86,91,85,6,1
AZ,113,510,403-9719,no,no,0,100,67,135,4,2
WI,123,415,371-8452,no,no,0,92,76,101,4,1
VA,145,408,392-6239,no,no,0,124,86,135,3,1
MO,42,415,410-5250,no,no,0,98,93,91,3,2
NV,125,510,336-1574,no,no,0,99,107,92,7,0
HI,131,415,406-8324,no,yes,30,118,81,90,3,1
WA,107,415,411-7110,no,no,0,65,80,88,3,1
IL,48,408,341-9907,no,no,0,73,115,73,5,1
IL,76,510,400-8952,no,no,0,96,100,100,4,0
LA,128,415,333-9266,no,no,0,105,106,114,2,1
WI,73,415,419-4894,no,no,0,109,83,91,8,0
TX,52,415,364-9904,no,no,0,110,104,84,4,4
MI,126,415,394-3048,yes,yes,26,123,114,102,7,1
NC,124,415,352-6265,no,no,0,77,123,127,6,1
WA,137,408,357-3187,no,no,0,120,100,130,5,0
ND,71,510,373-8483,no,no,0,82,94,134,10,0
